Competizione;Livescore;Betting1X2;Vitibet;Forebet;Mybet;Zulubet;Pickforwin;Iambettor;Prosoccer;Scibet
Cile - Primera Division;Antofagasta;CD Antofagasta;CD Antofagasta;Antofagasta;Antofagasta;Deportes Antofagasta;Antofagasta;;ANTOFAGASTA;Antofagasta
Cile - Primera Division;Palestino;Palestino;CD Palestino;CD Palestino;Palestino;Palestino;Palestino;;PALESTINO;Palestino Santiago
Cile - Primera Division;Santiago Wanderers;Santiago Wanderers;Santiago Wanderers;Santiago Wanderers;Santiago Wanderers;Santiago Wanderers;Santiago Wanderers;;SANTIAGO WANDER.;Santiago Wanderers
Cile - Primera Division;Cobresal;Cobresal;Cobresal Salvador;Cobresal;Cobresal;Cobresal;Cobresal;;COBRESAL;CD Cobresal
Bolivia - Liga Profesional;Club Bolivar;Bolivar;;Bolívar;Bolivar;Bolivar;Bolívar;;;
Bolivia - Liga Profesional;The Strongest;The Strongest;;The Strongest;The Strongest;The Strongest;The Strongest;;;
Bolivia - Liga Profesional;Blooming;Blooming;;Blooming;Blooming;Blooming Santa Cruz;Blooming;;;
Bolivia - Liga Profesional;Guabira Montero;Guabira;;CD Guabirá;Guabira;Guabira Montero;Guabirá;;;
Bolivia - Liga Profesional;Oriente Petrolero;Oriente Petrolero;;Oriente Petrolero;Oriente Petrolero;Oriente Petrolero;Oriente Petrolero;;;
Bolivia - Liga Profesional;San José Oruro;San Jose;;CD San José;San Jose;San Jose Oruro;San José;;;
Bolivia - Liga Profesional;Nacional Potosi;Nacional Potosi;;Nacional Potosí;Nacional Potosi;CA Nacional Potosi;Nacional Potosí;;;
Bolivia - Liga Profesional;Sport Boys;Sport Boys Warnes;;Sport Boys Warnes;Sport Boys Warnes;Sport Boys Warnes;Sport Boys;;;
Bolivia - Liga Profesional;Real Potosi;Real Potosi;;Real Potosí;Real Potosi;Club Bamin Real Potosi;Real Potosí;;;
Bolivia - Liga Profesional;Jorge Wilstermann;Jorge Wilstermann;;Jorge Wilstermann;Jorge Wilstermann;Jorge Wilstermann;Wilstermann;;;
Bolivia - Liga Profesional;Club Petrolero;Petrolero Yacuiba;;Petrolero Yacuiba;Club Petrolero;Club Petrolero;Petrolero Yacuiba;;;
Bolivia - Liga Profesional;Universitario de Sucre;Universitario de Sucre;;Universitario Sucre;Universitario;Universitario de Sucre;Club Universitario;;;
Ecuador - Serie A;DELFIN SC;Delfin SC;;Delfin SC;Delfin;Delfin SC;Delfin;;;Delfín
Ecuador - Serie A;Independiente Del Valle;Independiente del Valle;Independiente José Terán;Ind. del Valle;Independiente del Valle;Independiente Jose Teran;Independiente Del Valle;;;Independiente José Terán
Ecuador - Serie A;Club Sport Emelec;Emelec;Club Sport Emelec;CS Emelec;Emelec;Club Sport Emelec;Emelec;;;CS Emelec
Ecuador - Serie A;Barcelona Guayaquil;Barcelona Guayaquil;Barcelona SC;Barcelona SC;Barcelona SC;Barcelona Guayaquil;Barcelona;;;Barcelona SC
Ecuador - Serie A;CD Universidad Catolica;Universidad Catolica del Ecuador;Universidad Católica;Univ Católica Quito;Universidad Catolica;CD Universidad Catolica;U. Catolica;;;Universidad Católica
Ecuador - Serie A;CSD Macara;Macara;CSD Macará;Macará;CSD Macara;CSD Macara;Macara;;;Macará
Ecuador - Serie A;Deportivo Cuenca;Deportivo Cuenca;Deportivo Cuenca;Deportivo Cuenca;Deportivo Cuenca;Deportivo Cuenca;Dep. Cuenca;;;Deportivo Cuenca
Ecuador - Serie A;CD River Plate Ecuador;CD River Plate Ecuador;;River Ecuador;River Plate;CD River Plate Ecuador;River Plate;;;River Ecuador
Ecuador - Serie A;LDU Quito;LDU Quito;LDU Quito;LDU Quito;LDU de Quito;Liga Dep Universitaria Quito;Ldu Quito;;;LDU Quito
Ecuador - Serie A;El Nacional Quito;El Nacional;CD El Nacional;El Nacional Quito;El Nacional;;El Nacional;;;El Nacional
Ecuador - Serie A;FUERZA AMARILLA S.C.;Fuerza Amarilla SC;;Fuerza Amarilla SC;Fuerza Amarilla SC;Fuerza Amarilla S.c.;Fuerza A.;;;Fuerza Amarilla Machala
Ecuador - Serie A;Clan Juvenil;CD Clan Juvenil;;Clan Juvenil;Clan Juvenil;;Clan Juvenil;;;CD Clan Juvenil
Thailandia - Top League;Muangthong United;Muang Thong United;;Muang Thong Utd;;Muang Thong United;Muang Thong United;;MUANG THONG UNITED;
Thailandia - Top League;Buriram United FC;Buriram United;;Buriram United;;Buriram United FC;Buriram United;;BURIRAM UNITED;
Thailandia - Top League;Chiangrai United;Chiangrai Utd;;Chiangrai United;;Chiangrai United;Chiangrai United;;CHIANGRAI;
Thailandia - Top League;Bangkok Glass FC;Bangkok Glass FC;;Bangkok Glass;;Bangkok Glass FC;Bangkok Glass;;BANGKOK GLASS;
Thailandia - Top League;Port FC;Port FC;;Port FC;;Thai Port FC;Port Fc;;PORT AUTHORITY;
Thailandia - Top League;Police Tero FC;Police Tero FC;;Police Tero FC;;Bec Tero Sasana;Bec Tero Sasana;;BEC TERO SASANA;
Thailandia - Top League;Chonburi;Chonburi;;Chonburi FC;;Chonburi FC;Chonburi;;CHONBURI SHARK;
Thailandia - Top League;Bangkok United;Bangkok United;;Bangkok United;;Bangkok United;Bangkok United;;BANGKOK UNITED;
Thailandia - Top League;UBON UMT UTD;Ubon UMT FC;;Ubon UMT;;Ubon Umt Utd;Ubon Umt;;UBON;
Thailandia - Top League;Ratchaburi;Ratchaburi FC;;Ratchaburi FC;;Ratchaburi FC;Ratchaburi;;RATCHABURI;
Thailandia - Top League;Suphan Buri;Suphanburi FC;;Suphanburi FC;;Suphanburi FC;Suphanburi;;SUPHANBURI;
Thailandia - Top League;Navy Football Club;Navy FC;;Siam Navy;;Navy Football Club;Navy Fc;;NAVY RAYONG F;
Thailandia - Top League;Nakhon Ratchasima FC;Nakhon Ratchasima;;Nakhonratchasima;;Nakhon Ratchasima FC;Nakhon Ratchasima;;NAKHON RATCHASIMA;
Thailandia - Top League;Pattaya United;Pattaya Utd;;Pattaya United;;Pattaya United FC;Pattaya United;;PATTAYA UNITED;
Thailandia - Top League;THAILAND HONDA FC;Thai Honda;;Thai Honda FC;;Thailand Honda FC;Thai Honda;;THAI HONDA;
Thailandia - Top League;Sukhothai;Sukhothai FC;;Sukhothai FC;;Sukhothai FC;Sukhothai;;;
Thailandia - Top League;Sisaket;Sisaket FC;;Sisaket FC;;Sisaket FC;Sisaket;;SISAKET;
Thailandia - Top League;Osotspa;Super Power Samut Prakan;;Samut Prakan;;Osotspa FC;Osotspa;;SAMUT SONGKHRAM;
Singapore - S-league;Albirex Niigata FC;Albirex Niigata Singapore;Albirex Niigata;Albirex Niigata (S);Albirex Niigata FC;Albirex Niigata FC;Albirex Niigata S;;SN ALBIREX NIIGATA;Albirex Niigata
Singapore - S-league;Home United;Home United FC;Home United;Home United;Home United FC;Home United FC;Home United;;HOME UNITED;Home United
Singapore - S-league;Tampines Rovers;Tampines Rovers;Tampines Rovers;Tampines Rovers;Tampines Rovers FC;Tampines Rovers FC;Tampines Rovers;;TAMPINES ROVERS;Tampines Rovers
Singapore - S-league;Warriors;Warriors FC;Singapore Armed Forces;Warriors FC (SG);Warriors FC;Warriors FC;Singapore;;ARMED FO SINGAPORE;Warriors FC
Singapore - S-league;Geylang International;Geylang International;Geylang United;Geylang;Geylang International FC;Geyland International;Geylang International;;GEYLANG UNITED;Geylang United
Singapore - S-league;Hougang United FC;Hougang United FC;Hougang United;Hougang United;Hougang United FC;Hougang United FC;Hougang United;;HOUGANG UNITED;Hougang United
Singapore - S-league;Balestier Central;Balestier Khalsa FC;Balestier Khalsa FC;Balestier Khalsa;Balestier Khalsa FC;Balestier Khalsa FC;Balestier Khalsa;;BALESTIER KHALSA;Balestier Khalsa
Singapore - S-league;Brunei DPMM FC;Brunei;DPMM FC Brunei;Brunei DPMM FC;Brunei DPMM;Brunei Dpmm FC;Dpmm Fc;;DPMM FC BRUNEI;Brunei DPMM FC
Singapore - S-league;Young Lions;Young Lions;Young Lions;Young Lions;Young Lions;Young Lions;Young Lions;;YOUNG LIONS;Young Lions
Indonesia - Super League;Persib Bandung;Persib Bandung;;Persib Bandung;;Persib Bandung;Persib;;;
Indonesia - Super League;PSM Makassar;PSM Makassar;;PSM Makassar;;PSM Makassar;Psm;;;
Indonesia - Super League;Barito Putera;PS Barito Putera;;Barito Putera;;Barito Putera;Barito Putera;;;
Indonesia - Super League;Semen Padang;Semen Padang;;Semen Padang;;Semen Padang;Semen Padang;;;
Indonesia - Super League;Arema Indonesia (ISL);Arema FC;;Arema FC;;Arema Indonesia (ISL);Arema;;;
Indonesia - Super League;BHAYANGKARA SURABAYA UNITED;Bhayangkara FC;;Bhayangkara Utd;;Bhayangkara Surabaya United;Bhayangkara Surabaya Utd;;;
Indonesia - Super League;PS TNI;PS TNI;;PS TNI;;PS Tni;Ps Tni;;;
Indonesia - Super League;Mitra Kukar;Mitra Kukar;;Mitra Kukar;;PS Mitra Kukar;Mitra Kukar;;;
Indonesia - Super League;Pusamania Borneo;Pusamania Borneo;;Pusamania Borneo;;Pusamania Borneo;Pusamania Borneo;;;
Indonesia - Super League;Persija Jakarta;Persija Jakarta;;Persija Jakarta;;Persija Jakarta;Persija;;;
Indonesia - Super League;Madura United;Madura United;;Madura United FC;;Persepam Madura United;Madura United;;;
Indonesia - Super League;Persipura Jayapura;Persipura Jayapura;;Persipura Jayapura;;Persipura Jayapura;Persipura;;;
Indonesia - Super League;Sriwijaya;Sriwijaya;;Sriwijaya FC;;Sriwijaya FC;Sriwijaya;;;
Indonesia - Super League;Persela Lamongan;Persela Lamongan;;Persela Lamongan;;;Persela;;;
Indonesia - Super League;Perseru Serui;Perseru Serui;;Perseru Serui;;Perseru Serui;Perseru Serui;;;
Indonesia - Super League;Bali United Pusam;Bali Utd Pusam FC;;Bali United Pusam;;Bali United;Bali United;;;
Indonesia - Super League;Gresik United;Gresik United;;Gresik United;;Gresik United;Gresik United;;;
Indonesia - Super League;Persiba Balikpapan;Persiba Balikpapan;;Persiba Balikpapan;;Persiba Balikpapan;Persiba Balikpapan;;;
Kazakistan - Premier League;FC Astana;FC Astana;FK Lokomotiv Astana;FC Astana;FC Astana;FC Astana;Astana;;LOKOMOTIV AST.;
Kazakistan - Premier League;Kairat Almaty;Kairat Almaty;Kairat Almaty;Kairat Almaty;Kairat Almaty;FC Kairat Almaty;Kairat;;KAIRAT;
Kazakistan - Premier League;FC Ordabasy;Ordabasy Shymkent;Ordabasy Shymkent;FK Ordabasy;Ordabasy Shymkent;Ordabasy Shymkent;Ordabasy;;ORDABASY;
Kazakistan - Premier League;Irtysh Pavlodar;Irtysh Pavlodar;Irtysh Pavlodar;Irtysh Pavlodar;Irtysh Pavlodar;FC Irtysh Pavlodar;Irtysh;;IRTYSH;
Kazakistan - Premier League;Tobol Kostanai;Tobol Kostanay;Tobyl Kostanai;Tobol Kostanay;Tobol Kostanay;Tobol Kostanay;Tobol;;TOBOL;
Kazakistan - Premier League;FK Akzhaiyk Uralsk;Akzhayik Uralsk;FC Akzhayik;Akzhayik Oral;Akzhaiyk Uralsk;FK Akzhaiyk Uralsk;Akzhayik;;AKZAJYK;
Kazakistan - Premier League;FC Kaisar Kyzylorda;Kaisar Kyzylorda;Kaisar Kyzylorda;Kaisar Kyzylorda;Kaisar Kyzylorda;FC Kaisar Kyzylorda;Kaisar;;KAISAR;
Kazakistan - Premier League;Okzhetpes Kokshetau;Okzhetpes Kokshetau;FC Okzhetpes;FK Okzhetpes;Okzhetpes Kokshetau;FC Okzhetpes;Okzhetpes;;OKZHETPES;
Kazakistan - Premier League;FC Taraz;FK Taraz;FC Taraz;FK Taraz;Taraz;FC Taraz;Taraz;;TARAZ;
Kazakistan - Premier League;Aktobe Lento;FK Aktobe;Aktobe Lento;FK Aktobe;Aktobe;FC Aktobe;Aktobe;;AKTOBE;
Kazakistan - Premier League;Shakhter Karagandy;Shakhter Karagandy;Shakhter Karaganda;Shakhter Karagandy;Shakhter Karagandy;Shakhter Karagandy;Shakhter Karagandy;;SHAKHTYOR KAR.;
Kazakistan - Premier League;Atyrau;FK Atyrau;FC Atyrau;FK Atyrau;Atyrau;FK Atyrau;Atyrau;;ATYRAU;
Corea del Sud - K-League;Jeju Utd;Jeju United;Jeju United;Jeju United;;;Jeju United;;JEJU;Jeju United FC
Corea del Sud - K-League;Jeonbuk Hyundai Motors;Jeonbuk Motors;Jeonbuk Hyundai Motors;Jeonbuk Hyundai M.;;;Jeonbuk Motors;;JEONBUK;Jeonbuk FC
Corea del Sud - K-League;FC Seul;FC Seoul;FC Seoul;FC Seoul;;FC Seoul;Seoul;;FC SEOUL;FC Seoul
Corea del Sud - K-League;Suwon Samsung Bluewings;Suwon Bluewings;Suwon Samsung;Suwon Bluewings;;;Suwon Bluewings;;SUWON SAMSUNG;Suwon Blue Wings
Corea del Sud - K-League;Sangju Sangmu Phoenix;Sangju Sangmu;Sangju Sangmu Phoenix;Sangju Sangmu;;;Sangju Sangmu;;SANGJU;Sangju Sangmu FC
Corea del Sud - K-League;Ulsan Hyundai;Ulsan Hyundai;Ulsan Hyundai;Ulsan Hyundai;;;Ulsan Hyundai;;ULSAN;Ulsan Hyundai
Corea del Sud - K-League;Pohang Steelers;Pohang Steelers;Pohang Steelers;Pohang Steelers;;Pohang Steelers FC;Pohang Steelers;;POHANG;Pohang Steelers
Corea del Sud - K-League;Gwangju;Gwangju FC;Gwangju FC;Gwangju FC;;;Gwangju Fc;;GWANGJU;Gwangju FC
Corea del Sud - K-League;Jeonnam Dragons;Jeonnam Dragons;Chunnam Dragons;Jeonnam Dragons;;Jeonnam Dragons;Jeonnam;;CHUNNAM DRAGONS;Jeonnam Dragons
Corea del Sud - K-League;Gangwon FC;Gangwon FC;Gangwon FC;Gangwon FC;;;Gangwon;;GANGWON;Gangwon FC
Corea del Sud - K-League;Daegu FC;Daegu FC;Daegu FC;Daegu FC;;Daegu FC;Daegu;;DAEGU FC;Daegu FC
Corea del Sud - K-League;Incheon United FC;Incheon Utd;Incheon United FC;Incheon United;;;Incheon;;INCHEON;Incheon United
Lituania - A Liga;Zalgiris;FK Zalgiris Vilnius;Zalgiris Vilnius;VMFD Zalgiris;Zalgiris Vilnius;VMFD Zalgiris;Žalgiris;;;FK Zalgiris
Lituania - A Liga;Suduva;Suduva Marijampole;Suduva Marij;FK Suduva;Suduva;FK Suduva Marijampole;S?duva;;;FK Suduva
Lituania - A Liga;Atlantas Klaipeda;Atlantas Klaipeda;Atlantas Klaipe;FK Atlantas;Atlantas Klaipeda;FK Atlantas Klaipeda;Atlantas;;;FK Atlantas
Lituania - A Liga;Trakai;FK Trakai;Trakai;FK Trakai;Traku FK;Trakai FK;Trakai;;;FK Trakai
Lituania - A Liga;Utenis;Utenis Utena;FK Utenis Utena;FK Utenis;FK Utenis Utena;Utenis;Utenis Utena;;;Utenis Utena
Lituania - A Liga;FK Jonava;Lietava Jonava;FK Lietava Jonava;FK Lietava;Lietava Jonava;Lietava Jonava;Jonava;;;FK Lietava Jonava
Lituania - A Liga;Stumbras Kaunas;FC Stumbras;FC Stumbras;Stumbras Kaunas;Stumbras Kaunas;FK Stumbras Kaunas;Stumbras;;;FC Stumbras
Lituania - A Liga;FK Zalgiris Kaunas;FK Kauno Zalgiris;FK Kauno Žalgiris;FK Kauno Zalgiris;FK Kauno Zalgiris;FK Spyris Kaunas;Kauno Zalgiris;;;Kauno Žalgiris
Lettonia - Virsliga;Spartaks Jurmala;FK Spartaks Jurmala;Spartaks Jurmala;Spartaks Jurmala;FK Spartaks;FK Spartaks;Spartaks;;SPARTAKS JURMALA;FK Spartaks
Lettonia - Virsliga;Ventspils;FK Ventspils;FK Ventspils;FK Ventspils;Ventspils;FK Ventspils;Ventspils;;VENTSPLIS;FK Ventspils
Lettonia - Virsliga;Riga FC;Riga FC;Riga FC;Riga FC;Riga FC;Riga FC;Riga;;FC RIGA;Riga FC
Lettonia - Virsliga;Jelgava;FK Jelgava;FK Jelgava;FK Jelgava;FK Jelgava;FK Jelgava;Jelgava;;JELGAVA;FK Jelgava
Lettonia - Virsliga;FK Liepaja;FK Liepaja;SK Liepajas Metalurgs;FK Liepaja;FK Liepaja;;Fk Liepaja;;METALURGS LIE.;Liepajas Metalurgs
Lettonia - Virsliga;Rigas Futbola Skola;Rigas FS;R?gas Futbola skola;Rigas Futbola skola;RFS;Rigas Futbola Skola;R?gas Fs;;RIGAS FUTBOLA;FK Rigas Futbola skola
Lettonia - Virsliga;FS Metta Lu;Metta/LU;METTA Riga;FS METTA/LU Riga;FS Metta/LU;;Metta / Lu;;METTA RIGA;FS Metta/LU
Lettonia - Virsliga;SK BABITE;SK Babite;SK Babite;SK Babite;SK Babite;SK Babite;Babite;;;SK Babite
Estonia - Meistriliiga;Levadia Tallinn;FC Levadia Tallinn;FC Levadia Tallinn;Levadia Tallinn;Levadia Tallinn;Tallinna FC Levadia;Levadia;;LEVADIA TAL.;Levadia Tallinn
Estonia - Meistriliiga;Flora Tallinn;FC Flora Tallinn;FC Flora Tallinn;Flora Tallinn;Flora Tallinn;FC Flora Tallinn;Flora;;FLORA TAL.;Flora Tallinn
Estonia - Meistriliiga;JK Nõmme Kalju;JK Nomme Kalju;JK Nomme Kalju;Nomme Kalju;Nomme JK Kalju;JK Nomme Kalju;Nõmme Kalju;;KALJU;JK Nõmme Kalju
Estonia - Meistriliiga;Trans Narva;JK Trans Narva;JK Trans Narva;Trans Narva;Trans Narva;;Trans;;TRANS NARVA;JK Trans Narva
Estonia - Meistriliiga;FCI Tallinn;FCI Tallinn;FCI Tallinn;FC Infonet;FCI Tallinn;FC Infonet;Tallinna Infonet;;TALLINNA INFONET;FC Infonet
Estonia - Meistriliiga;Jalgpallikool Tammeka;JK Tammeka Tartu;JK Maag Tammeka;JK Tammeka Tartu;Tammeka;Jalgpallikool Tammeka;Tammeka;;TAMMEKA;JK Tammeka
Estonia - Meistriliiga;Paide Linnameeskond;Paide Linnameeskond;Paide Linnameeskond;Paide;Paide Linnameeskond;Paide Linnameeskond;Paide;;PAIDE;Paide FC Flora
Estonia - Meistriliiga;Viljandi Tulevik;JK Viljandi Tulevik;FC Viljandi;Tulevik Viljandi;Tulevik Viljandi;Viljandi JK Tulevik;Tulevik;;VILJANDI;Tulevik Viljandi
Estonia - Meistriliiga;JK Sillamäe Kalev;JK Sillamae Kalev;JK Sillamae Kalev;JK Sillamae Kalev;JK Sillamae Kalev;;Sillamäe Kalev;;SILLAMAE;Kalev Sillamäe
Estonia - Meistriliiga;Parnu JK Vaprus;Parnu JK Vaprus;Vaprus Parnu;Parnu;Parnu JK Vaprus;Parnu JK Vaprus;Parnu;;PARNU;Pärnu JK Vaprus
Bielorussia - Premier League;Bate Borisov;BATE Borisov;BATE Borisov;BATE Borisov;BATE Borisov;BATE Borisov;Bate;;BATE BORISOV;BATE Borisov
Bielorussia - Premier League;Dnepr Mogilev;Dnepr Mogilev;FC Dnepr Mogilev;Dnepr Mogilev;Dnepr Mogilev;FC Dnepr Mogilev;Dnepr Mogilev;;DNEPR MOGILEV;Dnepr Mogilev
Bielorussia - Premier League;Slutsksakhar Slutsk;FC Slutsk;SFC Slutsk;FK Slutsk;FK Slutsk;Slutsksakhar Slutsk;Slutsk;;SLUTSKSAKHAR SLUTS;FK Slutsk
Bielorussia - Premier League;Sachcer Salihorsk;Shakhter Soligorsk;Shakhter Soligorsk;Shakhter Soligorsk;Shakhtyor Soligorsk;FC Shakhter Soligorsk;Shakhtyor;;;Shakhter Soligorsk
Bielorussia - Premier League;Dinamo Minsk;Dinamo Minsk;Dinamo Minsk;Dinamo Minsk;Dinamo Minsk;FC Dinamo Minsk;Dinamo Minsk;;DINAMO MINSK;Dinamo Minsk
Bielorussia - Premier League;Gomel;FC Gomel;FC Gomel;FC Gomel;Gomel;FC Gomel;Fc Gomel;;GOMEL;FK Gomel
Bielorussia - Premier League;Gorodeya;FK Gorodeya;FC Gorodeja;FK Gorodeya;FK Gorodeya;FC Gorodeya;Gorodeja;;GORODEYA;FK Gorodeya
Bielorussia - Premier League;Torpedo Belaz Zhodino;Torpedo Zhodino;Torpedo Zhodino;Torpedo Zhodino;Torpedo Zhodino;Torpedo Zhodino;Torpedo Zhodino;;TORPEDO ZHODINO;Torpedo Zhodino
Bielorussia - Premier League;FC Krumkachi;FK Krumkachy Minsk;Krumkachy Minsk;FK Krumkachy;Krumkachy Minsk;FC Krumkachi;Krumkachy;;KRUMKACHI MINSK;FK Krumkachy Minsk
Bielorussia - Premier League;Neman;Neman Grodno;Neman Grodno;Neman Grodno;Neman Grodno;FC Neman Grodno;Neman Grodno;;NEMAN;Neman Grodno
Bielorussia - Premier League;Vitebsk;FC Vitebsk;FC Vitebsk;FK Vitebsk;FK Vitebsk;FC Vitebsk;Vitebsk;;VITEBSK;FK Vitebsk
Bielorussia - Premier League;Dinamo Brest;Dinamo Brest;Dinamo Brest;Dinamo Brest;Dinamo Brest;FC Brest;Dinamo Brest;;DINAMO BREST;Dinamo Brest
Bielorussia - Premier League;FC Minsk;FC Minsk;FC Minsk;FK Minsk;FC Minsk;FC Minsk;Minsk;;MINSK;FK Minsk
Bielorussia - Premier League;Slavia Mozyr;Slavia Mozyr;Slavia Mozyr;Slavia Mozyr;Slavia Mozyr;FC Slavia Mozyr;Slavia;;SLAVIA MOZYR;FK Slaviya Mozyr
Bielorussia - Premier League;Isloch;Isloch;Isloch Minsk;FC Isloch;Isloch;FC Isloch;Isloch;;ISLOCH MINSKIY;FK Isloch Minsk
Bielorussia - Premier League;Naftan Navapolack;Naftan Novopolotsk;Naftan Novopolotsk;Naftan Novopolotsk;Naftan Novopolotsk;FC Naftan Novopolotsk;Naftan;;NAFTAN;Naftan Novopolotsk
Brasile - Brasileiro Serie A;EC Bahia BA;Bahia;Bahia Salvador;Bahia/BA;Bahia;;Bahia;;BAHIA;EC Bahia
Brasile - Brasileiro Serie A;Palmeiras;Palmeiras;SE Palmeiras;Palmeiras/SP;Palmeiras;;Palmeiras;;PALMEIRAS;SE Palmeiras
Brasile - Brasileiro Serie A;Ponte Preta SP;Ponte Preta;AA Ponte Preta;Ponte Preta/SP;Ponte Preta;;Ponte Preta;;PONTE PRETA;Ponte Preta
Brasile - Brasileiro Serie A;Coritiba;Coritiba;Coritiba FBC;Coritiba/PR;Coritiba;Coritiba PR;Coritiba;;CORITIBA;Coritiba FC
Brasile - Brasileiro Serie A;Gremio;Gremio;Gremio Porto Alegrense;Grêmio/RS;Gremio;;Grêmio;;GREMIO;Grêmio Porto Alegre
Brasile - Brasileiro Serie A;Fluminense;Fluminense;Fluminense FC;Fluminense/RJ;Fluminense;;Fluminense;;FLUMINENSE;Fluminense RJ
Brasile - Brasileiro Serie A;Cruzeiro;Cruzeiro;Cruzeiro Esporte Clube;Cruzeiro/MG;Cruzeiro;;Cruzeiro;;CRUZEIRO;Cruzeiro EC
Brasile - Brasileiro Serie A;Corinthians;Corinthians;Corinthians Paulista;Corinthians/SP;Corinthians;;Corinthians;;CORINTHIANS;Corinthians SP
Brasile - Brasileiro Serie A;Flamengo;Flamengo;Flamengo;CR Flamengo/RJ;Flamengo;;Flamengo;;FLAMENGO;Flamengo RJ
Brasile - Brasileiro Serie A;Atletico Mineiro;Atletico MG;Atlético Mineiro;Atlético Mineiro/MG;Atletico MG;;Atlético Mineiro;;ATLETICO MG;Atlético Mineiro
Brasile - Brasileiro Serie A;Chapecoense SC;Chapecoense;Chapecoense;Chapecoense/SC;Chapecoense AF;;Chapecoense;;CHAPECOENSE;Chapecoense
Brasile - Brasileiro Serie A;Avai;Avai;Avaí FC Florianopolis;Avai FC/SC;Avai FC;;Avaí;;AVAI;Avaí FC
Brasile - Brasileiro Serie A;Vitoria;Vitoria;EC Vitória Salvador;Vitória/BA;Vitoria;;Vitória;;VITORIA SALVADOR;EC Vitória BA
Brasile - Brasileiro Serie A;Santos;Santos;Santos Sao Paulo;Santos/SP;Santos FC;;Santos;;SANTOS;Santos FC
Brasile - Brasileiro Serie A;San Paolo;Sao Paulo;Sao Paulo FC;São Paulo/SP;Sao Paulo;;São Paulo;;SAO PAULO;São Paulo FC
Brasile - Brasileiro Serie A;Botafogo;Botafogo;Botafogo;Botafogo/RJ;Botafogo RJ;;Botafogo;;BOTAFOGO;Botafogo RJ
Brasile - Brasileiro Serie A;Atletico Goianiense;Atletico Goianiense;Atlético Goianiense;Atlético/GO;Atletico GO;Atletico GO;Atlético Go;;ATLETICO GO;Atlético GO
Brasile - Brasileiro Serie A;Atletico Paranaense;Atletico Paranaense;Atlético Paranaense;Atlético/PR;Atletico PR;;Atlético Pr;;ATLETICO PR;Atlético Paranaense
Brasile - Brasileiro Serie A;Sport Recife;Sport Recife;Sport Club de Recife;Sport Recife/PE;Sport;;Sport Recife;;SPORT RECIFE;Sport Club Recife
Brasile - Brasileiro Serie A;Vasco da Gama;Vasco da Gama;Vasco da Gama;Vasco da Gama/RJ;Vasco da Gama;;Vasco Da Gama;;VASCO DA GAMA;Vasco da Gama
